province,city,river,basin,section,monitor_time,quality,water_temp,ph,ph_l,dissolvedoxygen,dissolvedoxygen_l,codmn,codmn_l,nh3-n,nh3-n_l,tp,tn,conductivity,turbidity,chlorophyll,algal_density,section_status
海南省,陵水黎族自治县,陵水河,珠江流域,大溪村,2024-11-23 08:00:00,Ⅱ,24.3,6.89,-,7.46,-,1.53,-,0.112,-,0.072,1.274,94.3,22.9,,,正常
河北省,廊坊市,龙河,海河流域,大王务,2024-11-23 08:00:00,Ⅱ,9.62,8.062149,-,7.917138,-,3.161,-,0.025,-,0.03821,0.6721,1607.629,14.53094,,,正常
河北省,石家庄市,洨河,海河流域,大石桥,2024-11-23 08:00:00,Ⅳ,14.84,8.15,-,7.471,-,6.8791,-,0.7213,-,0.1125,12.2123,1533.096,8.73,,,正常
天津市,红桥区,子牙河,海河流域,大红桥,2024-11-23 08:00:00,Ⅱ,10.8,8.319502,-,10.44232,-,3.921,-,0.2001,-,0.03881,1.9831,1208.755,22.46257,,,正常
北京市,丰台区,凉水河,海河流域,大红门闸上,2024-11-23 08:00:00,Ⅱ,15.11,7.663,-,8.112,-,2.136,-,0.09,-,0.0493,15.029,1282.3,5.39,,,正常
浙江省,温州市,大荆溪,浙闽片河流,大荆,2024-11-23 08:00:00,Ⅱ,18.20835,6.983254,-,8.952618,-,0.91,-,0.025,-,0.023,1.114,123.6538,1.496289,,,正常
广东省,汕头市,韩江,珠江流域,大衙,2024-11-23 08:00:00,Ⅱ,23.419,7.502,-,7.126,-,0.325,-,0.025,-,0.044,1.44,148.889,23.113,,,正常
云南省,昆明市,大观河,滇池流域,大观河入湖口(航运公司)(篆塘河泵站),2024-11-23 08:00:00,Ⅱ,16.49,7.4986,-,5.9615,-,2.624,-,0.1206,-,0.0655,5.7335,623.8897,6.8655,,,正常
四川省,达州市,巴河,长江流域,大蹬沟,2024-11-23 08:00:00,Ⅱ,18.77,7.55,-,7.163,-,1.722,-,0.025,-,0.0434,1.206,273.4,11,,,正常
湖南省,益阳市,大通湖,长江流域,大通湖,2024-11-23 08:00:00,Ⅳ,12.44,8.04,-,7.81,-,3.37,-,0.045,-,0.1,1.184,398.74,96.59,0.0048,2699520,正常
浙江省,湖州市,东苕溪,太湖流域,大钱,2024-11-23 08:00:00,-3,14.04,8.35,-,10.02,-,,-,0.1749,-,0.068,,337.15,150.16,,,维护
吉林省,白山市,浑江,辽河流域,大阳岔,2024-11-23 08:00:00,Ⅰ,7.29,7.61,-,8.993,-,1.014,-,0.025,-,0.0151,1.576,300.355,7.937,,,正常
河南省,平顶山市,北汝河,淮河流域,大陈闸,2024-11-23 08:00:00,-3,15.41,7.70526,-,5.4555,-,2.67626,-,,-,0.01766,3.05135,747.9827,7.69001,,,维护
黑龙江省,哈尔滨市,松花江,松花江流域,大顶子山,2024-11-23 08:00:00,Ⅱ,1.7098,8.065,-,12.5455,-,3.288,-,0.1022,-,0.0484,3.325,386.183,29.3867,,,正常
海南省,昌江黎族自治县,昌化江,珠江流域,大风(昌化),2024-11-23 08:00:00,Ⅱ,24.3336,7.653825,-,8.483869,-,2.204926,-,0.025,-,0.04598277,,1.210415,,,,维护
河北省,唐山市,滦河,海河流域,大黑汀水库,2024-11-23 08:00:00,Ⅱ,11.26,7.9293,-,9.022282,-,2.661,-,0.025,-,0.03381,4.0521,596.706,2.320187,,,正常
内蒙古自治区,呼和浩特市,,黄河流域,大黑河入黄口,2024-11-23 08:00:00,Ⅲ,5.37144,8.33078,-,11.15377,-,5.45882,-,0.08955,-,0.05858,5.65617,931.4373,58.16922,,,正常
云南省,文山壮族苗族自治州,盘龙河,西南诸河,天保农场,2024-11-23 08:00:00,Ⅱ,21.36,8.125,-,9.282,-,0.4151,-,0.025,-,0.0356,3.0304,354.1708,5.5906,,,正常
湖北省,十堰市,天河,长江流域,天河口,2024-11-23 08:00:00,Ⅱ,13.38,8.47,-,8.52,-,1.4811,-,0.2728,-,0.0473,2.013,396.05,2.37,,,正常
安徽省,滁州市,白塔河,淮河流域,天长化工厂,2024-11-23 08:00:00,Ⅲ,13.61,7.49,-,5.733,-,4.366,-,0.269,-,0.1048,4.757,877.6334,54.61,,,正常
重庆市,合川区,涪江,长江流域,太和,2024-11-23 08:00:00,Ⅱ,18.36,7.95,-,8.614,-,1.367,-,0.025,-,0.0436,2.653,411.49,10.9,,,正常
湖北省,武汉市,涢水,长江流域,太平沙,2024-11-23 08:00:00,Ⅲ,14.97,7.172,-,7.349,-,4.898,-,0.378,-,0.109,2.477,490.44,53.86,,,正常
四川省,泸州市,长江流域,长江流域,太平渡,2024-11-23 08:00:00,Ⅳ,16.47432,8.252311,-,9.546699,-,2.877132,-,0.082,-,0.222335,3.986,655.6163,48.21685,,,正常
安徽省,黄山市,,长江流域,太平湖湖心,2024-11-23 08:00:00,Ⅰ,18.53,7.643,-,7.697,-,1.305,-,0.025,-,0.0079,0.482,101.53,3.24,,1177658,维护
云南省,昭通市,头屯河,长江流域,头屯河,2024-11-23 08:00:00,-3,14.01,7.927,-,8.373,-,,-,0.025,-,0.029,4.31,412.266,2.43,,,维护
湖南省,郴州市,东江水库,长江流域,头山,2024-11-23 08:00:00,Ⅱ,20.39,7.2281,-,6.898,-,0.25,-,0.025,-,0.0085,0.685,99.61,2.9,0.0278,1287000,正常
江苏省,盐城市,中山河,淮河流域,头罾闸,2024-11-23 08:00:00,Ⅱ,13.08,8.03,-,8.851,-,3.236,-,0.106,-,0.0824,1.369,666.01,49.87,,,正常
内蒙古自治区,呼和浩特市,黄河,黄河流域,头道拐,2024-11-23 08:00:00,-3,4.12,8.344931,-,9.208077,-,,-,0.025,-,0.008326351,1.693347,934.4189,978.8768,,,维护
湖北省,十堰市,金钱河,长江流域,夹河口,2024-11-23 08:00:00,Ⅱ,18.39,7.779,-,6.133,-,1.788,-,0.025,-,0.0071,1.2368,341.1493,3.22,,,正常
安徽省,宿州市,,淮河流域,奎河苏皖省界（黄桥）,2024-11-23 08:00:00,Ⅳ,14.63,7.028,-,5.121,-,4.532,-,1.0602,-,0.1706,5.597,912.1,49.2,,,正常
辽宁省,锦州市,女儿河,辽河流域,女儿河入河口,2024-11-23 08:00:00,Ⅱ,5.96,8.032,-,11.37,-,1.69,-,0.083,-,0.027,20.555,981.91,7.89,,,正常
云南省,德宏傣族景颇族自治州,瑞丽江,西南诸河,姐告大桥,2024-11-23 08:00:00,Ⅱ,21.21054,7.65829,-,6.48601,-,0.93894,-,0.025,-,0.02211,0.86442,156.4661,31.33044,,,正常
安徽省,马鞍山市,姑溪河,长江流域,姑溪河大桥,2024-11-23 08:00:00,Ⅱ,14.76,7.0546,-,8.2284,-,3.0626,-,0.2015,-,0.0642,1.9227,240.5337,80.9233,,,正常
江苏省,常州市,武进港,太湖流域,姚巷桥,2024-11-23 08:00:00,Ⅳ,17.58,7.36,-,3.37,-,3.769,-,0.479,-,0.088,4.146,471.31,32.84,,,正常
四川省,乐山市,青衣江,长江流域,姜公堰,2024-11-23 08:00:00,Ⅰ,17.41922,8.00228,-,9.9028,-,1.78504,-,0.06543,-,0.00699,2.82928,749.9352,9.1433,,,正常
广西壮族自治区,北海市,南康江,珠江流域,婆围村,2024-11-23 08:00:00,Ⅲ,22.91,6.458,-,6.262,-,1.989,-,0.786,-,0.05,6.685,1778.27,20.95,,,正常
黑龙江省,大庆市,嫩江,松花江流域,嫩江口内,2024-11-23 08:00:00,Ⅱ,2.99,8.309,-,13.124,-,3.52,-,0.025,-,0.052,1.8,321.204,44.966,,,正常
江西省,新余市,孔目江,长江流域,孔目江江口,2024-11-23 08:00:00,Ⅱ,18.12,7.343,-,8.17,-,1.89,-,0.0964,-,0.0491,0.9833,245.53,5.907,,,正常
湖北省,十堰市,官山河,长江流域,孙家湾,2024-11-23 08:00:00,Ⅱ,13.68,7.6,-,9.29,-,2.1818,-,0.025,-,0.0606,2.288,583.84,,,,维护
湖北省,孝感市,澴水,长江流域,孝感河口大桥,2024-11-23 08:00:00,Ⅱ,15.75,7.541,-,10.622,-,2.711,-,0.025,-,0.0339,1.744,429.935,30.079,,,正常
湖北省,孝感市,澴水,长江流域,孝昌王店,2024-11-23 08:00:00,Ⅲ,13.45,7.2862,-,10.303,-,5.481,-,0.0643,-,0.0491,2.26,380.19,18.3871,,,正常
云南省,临沧市,南汀河,西南诸河,孟定大桥,2024-11-23 08:00:00,Ⅱ,19.75,7.62374,-,8.02595,-,0.42173,-,0.025,-,0.02781,1.30572,267.454,125.4632,,,正常
云南省,普洱市,南马河,西南诸河,孟拉桥,2024-11-23 08:00:00,Ⅰ,19.33,7.3697,-,9.04494,-,1.44584,-,0.025,-,0.01837,0.40039,121.6383,29.79944,,,正常
辽宁省,葫芦岛市,六股河,辽河流域,孤家子,2024-11-23 08:00:00,Ⅰ,4.7,8.386,-,10.642,-,1.45,-,0.025,-,0.009,11.974,621.836,7.123,,,正常
江西省,吉安市,孤江,长江流域,孤江江口,2024-11-23 08:00:00,Ⅱ,18.99,7.184,-,9.493,-,1.53,-,0.1413,-,0.0411,1.1222,158.441,6.652,,,正常
福建省,三明市,九龙溪,浙闽片河流,宁化肖家,2024-11-23 08:00:00,Ⅱ,18.554,6.685,-,6.874,-,1.542,-,0.124,-,0.077,1.237,106.414,3.656,,,正常
吉林省,松原市,松花江,松花江流域,宁江,2024-11-23 08:00:00,Ⅲ,2.03,7.94,-,11.523,-,4.12,-,0.025,-,0.074,3.354,299.78,19.54,,,正常
山西省,晋中市,,黄河流域,安固桥（桑柳树）,2024-11-23 08:00:00,Ⅲ,5.99,8.3301,-,10.8485,-,4.771,-,0.2962,-,0.068,23.312,,34.5809,,,维护
河北省,保定市,府河,海河流域,安州,2024-11-23 08:00:00,Ⅱ,11.52,8.098,-,8.57,-,3.4979,-,0.0884,-,0.04,6.733,1833.905,28.9138,,,正常
福建省,泉州市,西溪,浙闽片河流,安溪罗内桥,2024-11-23 08:00:00,Ⅲ,20.295,7.084,-,7.073,-,1.517,-,0.672,-,0.149,4.181,148.6,26.15,,,正常
湖北省,孝感市,涢水,长江流域,安陆桑树,2024-11-23 08:00:00,Ⅱ,14.39,7.7697,-,10.015,-,2.058,-,0.025,-,0.0135,0.299,482.67,3.8544,,,正常
河南省,南阳市,丹江口水库,长江流域,宋岗,2024-11-23 08:00:00,Ⅲ,18.23,7.78,-,7.92,-,1.269,-,0.8024,-,0.0058,1.024,301.51,5.36,0.00338,703156,正常
湖北省,武汉市,汉江,长江流域,宗关,2024-11-23 08:00:00,Ⅱ,13.66,7.764037,-,9.768726,-,2.00484,-,0.09971,-,0.0726576,1.501402,423.6881,49.44765,0.0067188,,正常
吉林省,吉林市,岔路河,松花江流域,官厅桥,2024-11-23 08:00:00,Ⅱ,6.09,7.976,-,11.859,-,3.038,-,0.4311,-,0.0674,3.97,386.8,7.457,,,正常
湖南省,常德市,澧水,长江流域,官垱,2024-11-23 08:00:00,Ⅱ,14.898,7.715,-,8.197,-,3.364,-,0.119,-,0.067,1.082,729.646,20.758,,,正常
重庆市,合川区,渠江,长江流域,官渡,2024-11-23 08:00:00,Ⅱ,20.8,7.424878,-,6.209,-,2.0464,-,0.025,-,0.0363,1.034,359.3734,10.13,,,正常
山西省,忻州市,滹沱河,海河流域,定襄桥,2024-11-23 08:00:00,Ⅲ,4.25,8.564204,-,10.97427,-,5.351,-,0.025,-,0.14951,2.4731,689.096,396.03,,,正常
云南省,昆明市,宝象河,滇池流域,宝丰村入湖口,2024-11-23 08:00:00,Ⅲ,16.24,7.52,-,5.25,-,3.108,-,0.5863,-,0.076,4.418,715.09,11.92,,,正常
安徽省,芜湖市,青弋江,长江流域,宝塔根,2024-11-23 08:00:00,Ⅱ,15.4005,7.2004,-,8.1217,-,2.619,-,0.5028,-,0.0811,2.1973,177.2564,81.2397,,,正常
北京市,密云区,密云水库,海河流域,密云水库,2024-11-23 08:00:00,Ⅱ,12.07,7.9244,-,9.241,-,2.641,-,0.025,-,0.005,2.228,415.81,3.95,,,正常
云南省,昆明市,螳螂川,长江流域,富民大桥,2024-11-23 08:00:00,Ⅳ,15.86,7.4745,-,4.4067,-,6.73,-,0.1211,-,0.2753,2.8409,663.8923,21.2974,,,正常
湖北省,咸宁市,富水水库,长江流域,富水水库,2024-11-23 08:00:00,Ⅱ,17.99,6.99,-,6.37,-,1.526,-,0.1023,-,0.0199,0.488,172.828,4.92,0.00989,3.3727E+07,正常
黑龙江省,齐齐哈尔市,,松花江流域,富源村,2024-11-23 08:00:00,Ⅱ,2.32,7.406,-,12.779,-,3.19,-,0.041,-,0.029,0.251,126.94,14.86,,,正常
新疆维吾尔自治区,阿勒泰地区,额尔齐斯河,西北诸河,富蕴大桥,2024-11-23 08:00:00,Ⅰ,1.91,7.33715,-,12.44359,-,1.65154,-,0.025,-,0.01265,0.45569,120.3847,17.15641,,,正常
重庆市,綦江区,蒲河,长江流域,寨溪大桥,2024-11-23 08:00:00,Ⅱ,17,8.0308,-,8.304,-,1.552,-,0.2775,-,0.053,2.921,721.1937,14.3148,,,正常
重庆市,江北区,长江,长江流域,寸滩,2024-11-23 08:00:00,Ⅱ,19.22,8.051,-,8.86,-,1.479,-,0.025,-,0.0498,1.708,379.313,15.627,,,正常
陕西省,延安市,,黄河流域,寺滩（阎家滩）,2024-11-23 08:00:00,Ⅱ,5.64,8.508737,-,11.02887,-,2.201,-,0.1151,-,0.0391,5.6371,1348.982,23.83747,,,正常
广东省,阳江市,寿长河,珠江流域,寿长,2024-11-23 08:00:00,Ⅳ,21.43,6.888,-,4.729,-,6.48,-,0.952,-,0.17,2.254,7558.11,21.238,,,正常
河南省,新乡市,文岩渠,黄河流域,封丘王堤,2024-11-23 08:00:00,Ⅱ,12.65,7.468,-,9.194,-,3.266,-,0.1089,-,0.0456,2.1657,1033.59,15.95,,,正常
河南省,新乡市,天然渠,黄河流域,封丘陶北,2024-11-23 08:00:00,Ⅲ,13.22,8.21,-,9.618,-,2.304,-,0.1569,-,0.1876,4.183,1322.26,57.59,,,正常
江苏省,盐城市,射阳河,淮河流域,射阳河闸,2024-11-23 08:00:00,Ⅲ,14.53,7.439,-,7.334,-,5.129,-,0.399,-,0.1372,1.628,927.88,26.85,,,正常
福建省,南平市,金溪,浙闽片河流,将乐樟应,2024-11-23 08:00:00,Ⅱ,21.561,7.157,-,6.695,-,1.428,-,0.0595,-,0.0223,0.609,89.869,3.108,,,正常
浙江省,金华市,兰江,浙闽片河流,将军岩,2024-11-23 08:00:00,Ⅲ,18.107,7.502,-,8.039,-,2.92,-,0.185,-,0.113,3.575,480,2.471,,,正常
贵州省,毕节市,,长江流域,小屯,2024-11-23 08:00:00,Ⅱ,17.2,7.7109,-,6.328,-,1.777,-,0.057,-,0.067,4.702,517.3328,16.956,,,正常
北京市,通州区,,海河流域,小屯桥,2024-11-23 08:00:00,Ⅱ,10.16,7.81474,-,8.827804,-,3.841,-,0.025,-,0.05961,8.1201,1121.86,5.007428,,,正常
青海省,西宁市,,黄河流域,小峡桥,2024-11-23 08:00:00,Ⅱ,4.64763,8.48349,-,9.34173,-,1.79423,-,0.10233,-,0.04596,4.06008,799.3692,82.56664,,,正常
浙江省,嘉兴市,广陈塘,太湖流域,小新村,2024-11-23 08:00:00,Ⅲ,16.4206,7.3043,-,5.23,-,3.725,-,0.0923,-,0.0858,2.402,434.13,53.8277,,,正常
安徽省,滁州市,淮河,淮河流域,小柳巷,2024-11-23 08:00:00,Ⅲ,16.35,7.99,-,8.69,-,3.239,-,0.178,-,0.1413,2.541,785.06,18.999,,,正常
四川省,阿坝藏族羌族自治州,梭磨河,长江流域,小水沟,2024-11-23 08:00:00,Ⅰ,4.16839,8.39587,-,9.89471,-,0.27135,-,0.025,-,0.00706,0.26826,275.3185,4.54197,,,正常
重庆市,云阳县,,长江流域,小江河口,2024-11-23 08:00:00,Ⅱ,21.19,7.818,-,6.99,-,1.283,-,0.025,-,0.0619,1.5768,426.16,12.27,,,正常
湖北省,孝感市,汉江,长江流域,小河,2024-11-23 08:00:00,Ⅱ,16.12,7.96,-,8.85,-,1.71,-,0.091,-,0.058,1.65,365.92,32.02,,,正常
重庆市,重庆市,长江流域,长江流域,小河,2024-11-23 08:00:00,Ⅰ,16,7.949,-,8.094,-,0.512,-,0.025,-,0.007,1.426,351.335,0.645,,,正常
江苏省,扬州市,长江,长江流域,小河口上游,2024-11-23 08:00:00,Ⅱ,18.79,8.01,-,8.585,-,1.254,-,0.0314,-,0.0545,1.874,357.3,23.12,,,正常
湖南省,益阳市,洞庭湖,长江流域,小河嘴,2024-11-23 08:00:00,Ⅲ,15.88,7.48,-,8.214,-,1.511,-,0.0497,-,0.0464,1.324,230.214,67.827,0.00139169,5.23715E+07,正常
云南省,红河哈尼族彝族自治州,小河底河,西南诸河,小河底河,2024-11-23 08:00:00,-3,20.16,8.2783,-,9.0588,-,15.1152,-,,-,0.8182,,333.8625,1962.415,,,维护
江苏省,南通市,栟茶运河,淮河流域,小洋口,2024-11-23 08:00:00,Ⅲ,14.89,7.45,-,8.12,-,4.104,-,0.6205,-,0.1143,3.47,1293,18.95,,,正常
河南省,济源市,黄河,黄河流域,小浪底水库(小浪底),2024-11-23 08:00:00,Ⅱ,15.32,8.0158,-,8.8653,-,1.5364,-,0.025,-,0.0257,2.8305,990.224,11.564,,,正常
浙江省,丽水市,小溪,浙闽片河流,小溪口,2024-11-23 08:00:00,Ⅰ,18.82,6.857,-,8.744,-,1.04,-,0.0331,-,0.005,0.397,30.29,2.811,,,正常
安徽省,淮北市,沱河,淮河流域,小王桥,2024-11-23 08:00:00,Ⅲ,14.75,8.06,-,11.539,-,4.49,-,0.025,-,0.0638,4.631,1734.51,21.11,,,正常
河北省,衡水市,滏阳河,海河流域,小范桥,2024-11-23 08:00:00,Ⅲ,11.5,8.6062,-,10.209,-,4.2045,-,0.025,-,0.0354,0.7092,636.969,18.406,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2024-11-23 08:00:00,Ⅰ,20.01,7.565,-,7.665,-,0.6,-,0.025,-,0.0061,0.8712,117.691,1.956,,,正常
陕西省,安康市,汉江,长江流域,小钢桥,2024-11-23 08:00:00,Ⅱ,16.38,7.639,-,6.823,-,1.762,-,0.025,-,0.0513,1.966,299.4,5.15,,,正常
山西省,运城市,,黄河流域,小韩村（西曲村）,2024-11-23 08:00:00,Ⅳ,12.42,7.33,-,7.979,-,4.74,-,0.859,-,0.205,12.274,1850.53,12.387,,,正常
云南省,临沧市,小黑江,西南诸河,小黑江检查站,2024-11-23 08:00:00,Ⅰ,18.05,7.74496,-,8.43308,-,1.56716,-,0.08817,-,0.02036,2.30235,185.317,74.78754,,,正常
天津市,宝坻区,,海河流域,尔王庄泵站,2024-11-23 08:00:00,Ⅰ,12.49,7.909839,-,9.624841,-,1.981,-,0.025,-,0.005,1.0111,283.001,4.342736,,,正常
广东省,阳江市,漠阳江,珠江流域,尖山,2024-11-23 08:00:00,Ⅲ,21.26,6.76,-,5.61,-,3.36,-,0.665,-,0.124,1.593,502.85,45.55,,,正常
河南省,郑州市,贾鲁河,淮河流域,尖岗水库,2024-11-23 08:00:00,Ⅰ,15.3703,8.2719,-,7.7811,-,1.6611,-,0.103,-,0.0153,0.6006,261.4361,4.1277,,,正常
广东省,珠海市,鸡啼门水道,珠江流域,尖峰大桥,2024-11-23 08:00:00,Ⅱ,22.13,7.5747,-,7.3811,-,1.53,-,0.048,-,0.065,2.192,995.575,34.864,,,正常
福建省,三明市,尤溪,浙闽片河流,尤溪拥口大桥,2024-11-23 08:00:00,Ⅱ,20.3,7.072,-,6.191,-,1.266,-,0.0546,-,0.0309,0.986,131.056,12.44,,,正常
山东省,济宁市,泗河,淮河流域,尹沟(入湖口),2024-11-23 08:00:00,Ⅲ,15.4,7.74,-,8.96,-,4.495,-,0.314,-,0.0317,3.268,971.51,35.81,0.06,,正常
浙江省,绍兴市,曹娥江,浙闽片河流,屠家埠,2024-11-23 08:00:00,Ⅱ,16.081,7.293,-,8.791,-,2.662,-,0.109,-,0.082,3.425,165.741,22.486,,,正常
福建省,泉州市,,浙闽片河流,山美水库库心,2024-11-23 08:00:00,Ⅳ,25.26,6.658,-,4.773,-,1.128,-,0.025,-,0.017,1.617,120.789,3.156,0.00867,1.51385E+07,正常
广东省,湛江市,九洲江,珠江流域,山角,2024-11-23 08:00:00,Ⅲ,24.39,6.38,-,5.78,-,3.25,-,0.025,-,0.0399,2.301,141.08,16.16,,,正常
陕西省,铜川市,石川河,黄河流域,岔口,2024-11-23 08:00:00,Ⅱ,11.78,7.949,-,9.413,-,3.3553,-,0.1577,-,0.0665,7.8036,975.936,7.12,,,正常
贵州省,黔西南布依族苗族自治州,北盘江,珠江流域,岔河口,2024-11-23 08:00:00,Ⅰ,21.0238,8.052,-,7.8636,-,0.9528,-,0.025,-,0.0095,1.8831,319.6155,14.7097,,,正常
河北省,邯郸市,漳河,海河流域,岳城水库出口,2024-11-23 08:00:00,Ⅰ,13.3,8.049022,-,9.317394,-,0.92,-,0.025,-,0.005,2.5041,531.377,15.6431,,,正常
四川省,成都市,岷江（外江）,长江流域,岳店子下,2024-11-23 08:00:00,Ⅲ,15.61928,7.98347,-,9.21502,-,1.64948,-,0.05376,-,0.10431,2.97736,428.7649,9.23955,,,正常
青海省,海东市,大通河,黄河流域,峡塘,2024-11-23 08:00:00,Ⅰ,4.34597,8.48698,-,11.8454,-,1.27889,-,0.025,-,0.005,1.18899,491.5983,4.87074,,,正常
江西省,赣州市,贡江,长江流域,峡山,2024-11-23 08:00:00,Ⅱ,20.03,7.639,-,6.299,-,0.716,-,0.0978,-,0.0736,1.1916,135.731,9.701,,,正常
山东省,潍坊市,峡山水库,淮河流域,峡山水库库中,2024-11-23 08:00:00,Ⅲ,12.92,7.784,-,7.79,-,3.88,-,0.0261,-,0.0369,1.068,666.89,8.39,0.00536,2842560,正常
吉林省,延边朝鲜族自治州,图们江,松花江流域,崇善,2024-11-23 08:00:00,Ⅲ,4.91,7.3,-,10.84,-,1.282,-,0.0508,-,0.1427,0.779,200.835,2.612,,,正常
云南省,昆明市,牛栏江,长江流域,崔家庄,2024-11-23 08:00:00,Ⅳ,14.6,7.5503,-,5.4461,-,4.6909,-,0.0981,-,0.2099,12.2529,946.2628,10.6485,,,正常
海南省,三亚市,宁远河,珠江流域,崖城大桥,2024-11-23 08:00:00,Ⅱ,24.9,6.37,-,6.81,-,2.14,-,0.025,-,0.055,1.651,116.7,31.5,,,正常
内蒙古自治区,呼伦贝尔市,海拉尔河,松花江流域,嵯岗,2024-11-23 08:00:00,-3,19.76,6.87,-,9.287,-,,-,,-,,,692.59,205.46,,,维护
安徽省,六安市,沣河,淮河流域,工农兵大桥,2024-11-23 08:00:00,Ⅱ,17.48261,7.88438,-,6.70855,-,2.75431,-,0.03249,-,0.05932,1.33933,358.7877,40.68129,,,正常
辽宁省,沈阳市,辽河,辽河流域,巨流河大桥,2024-11-23 08:00:00,Ⅲ,6.3,8.203,-,11.97,-,5.26,-,0.144,-,0.08688,5.323,712.9,39.2,,,正常
重庆市,重庆市,南河,长江流域,巫山乡,2024-11-23 08:00:00,Ⅱ,15.76,7.787,-,9.631,-,3.72,-,0.025,-,0.061,2.731,277.344,19.349,,,正常
新疆维吾尔自治区,塔城地区,额敏河,西北诸河,巴士拜大桥,2024-11-23 08:00:00,Ⅱ,0.67285,8.342,-,14.16294,-,3.29032,-,0.05206,-,0.01639,5.95569,1205.472,16.22222,,,正常
青海省,海北藏族自治州,布哈河,西北诸河,布哈河入青海湖口,2024-11-23 08:00:00,Ⅰ,1.21134,8.28273,-,9.85637,-,0.31409,-,0.025,-,0.00948,1.22233,575.7963,16.88423,,,正常
新疆维吾尔自治区,阿勒泰地区,布尔津河,西北诸河,布尔津河大桥,2024-11-23 08:00:00,Ⅰ,2.06,7.14718,-,11.56819,-,1.29672,-,0.025,-,0.005,0.32398,79.68903,5.32463,,,正常
广东省,珠海市,磨刀门水道,珠江流域,布洲,2024-11-23 08:00:00,Ⅱ,23.38,7.526,-,7.598,-,1.32,-,0.025,-,0.049,1.909,297.691,22.29,,,正常
安徽省,合肥市,十五里河,巢湖流域,希望桥,2024-11-23 08:00:00,Ⅱ,16.721,6.9444,-,7.5481,-,3.2748,-,0.3324,-,0.0769,4.568,462.1954,24.8,,,正常
河北省,石家庄市,绵河-冶河,海河流域,平山桥,2024-11-23 08:00:00,Ⅰ,11.12,8.745,-,10.443,-,0.505,-,0.025,-,0.0139,6.0664,1042.57,8.34,,,正常
贵州省,黔东南苗族侗族自治州,巴拉河,长江流域,平敏大桥,2024-11-23 08:00:00,Ⅰ,16.75,7.51,-,8.791,-,0.93,-,0.025,-,0.0118,0.544,196.04,10.55,,,正常
湖北省,随州市,涢水,长江流域,平林,2024-11-23 08:00:00,Ⅱ,14.23,7.88,-,8.5,-,3.258,-,0.4526,-,0.0691,2.344,514.3,8.07,,,正常
江西省,赣州市,平江,长江流域,平江江口,2024-11-23 08:00:00,Ⅱ,17.63,7.545,-,6.85,-,1.63,-,0.2324,-,0.0529,0.9437,137.148,19.51,,,正常
宁夏回族自治区,石嘴山市,黄河,黄河流域,平罗黄河大桥,2024-11-23 08:00:00,-3,8.21,7.99,-,9.19,-,,-,0.025,-,0.32,2.329,1124.96,353.09,,,维护
四川省,资阳市,,长江流域,幸福村（河东元坝）,2024-11-23 08:00:00,Ⅱ,16.46,8.01,-,10.17,-,1.511,-,0.025,-,0.0892,3.47,601.1,10.3,,,正常
四川省,广安市,御临河,长江流域,幺滩,2024-11-23 08:00:00,Ⅱ,17.6,7.96,-,8.94,-,3.32,-,0.025,-,0.098,2.688,509.73,20.79,,,正常
北京市,西城区,,海河流域,广北滨河路（桥）,2024-11-23 08:00:00,Ⅱ,13.2,7.67,-,9.93,-,1.95,-,0.025,-,0.026,8.402,858.81,12.3,,,正常
安徽省,合肥市,兆河,巢湖流域,庐江缺口,2024-11-23 08:00:00,Ⅱ,15.24,7.1379,-,7.4909,-,3.2916,-,0.3289,-,0.0689,1.4918,459.6528,51.8063,,,正常
湖北省,孝感市,大富水,长江流域,应城公路桥,2024-11-23 08:00:00,Ⅱ,14.24,7.9373,-,9.963,-,1.379,-,0.0258,-,0.0356,0.367,482.79,15.2462,,,正常
江西省,上饶市,信江,长江流域,应家坊,2024-11-23 08:00:00,-3,22.66,7.27,-,8.573,-,,-,0.6454,-,0.005,2.635,0.08,37.25,,,维护
湖北省,荆州市,藕池河,长江流域,康家岗,2024-11-23 08:00:00,Ⅰ,16.26,7.8708,-,8.851,-,1.26,-,0.025,-,0.0161,0.7641,488.369,6.9092,,,正常
江西省,上饶市,鄱阳湖,长江流域,康山,2024-11-23 08:00:00,Ⅳ,12.1,6.83,-,9.37,-,1.322,-,0.105,-,0.0535,,190.87,32.55,0.0068,750862.1,维护
四川省,自贡市,威远河,长江流域,廖家堰,2024-11-23 08:00:00,Ⅲ,17.631,7.679,-,8.348,-,3.171,-,0.122,-,0.116,2.665,1028.48,46.015,,,正常
福建省,三明市,濉溪,浙闽片河流,建宁袁庄,2024-11-23 08:00:00,Ⅱ,15.535,7.153,-,9.088,-,1.383,-,0.025,-,0.061,1.405,92.224,1.667,,,正常
福建省,南平市,崇阳溪,浙闽片河流,建瓯蓬墩,2024-11-23 08:00:00,Ⅱ,21.14,6.866,-,7.068,-,1.49,-,0.2314,-,0.0499,1.164,77.66,14.64,,,正常
福建省,南平市,南浦溪,浙闽片河流,建阳坪州大桥,2024-11-23 08:00:00,Ⅱ,19.88,7.602,-,8.985,-,1.67,-,0.0519,-,0.0531,1.166,155.77,6.109,,,正常
